content,score,sentiment,sentiment_encoded
instruksi verifikasi wajah jelas sudah lurus layar suruh tengok atas kemudian lurus layar lagi bolak-balik itu akhir bisa verifikasi dan suruh coba esok hari ribet banget,1,Negative,0
tidak verifikasi email tiap masuk kode otp selalu valid,1,Negative,0
ribet login pertama kali foto ktp segala gk langsung aja sinkronsasi data bni mobile aplikasi ini gk pikir ya,1,Negative,0
min kode verifikasi email nya valid mulu udah coba 8x,3,Negative,0
aplikasi lebih berat dr bni mobile apa memang ada fitur bukti transaksi,4,Positive,1
verifikasi email salah terus padahal 100 selalu ketik otp sesuai,2,Negative,0
verifikasi wajah gagal terus mohon tingkat aplikasi nya,1,Negative,0
mungkin aplikasi baru jadi masih ada bug diinstal tidak buka selalu force close,3,Negative,0
belum coba otp nya gak masuk masuk padahal nomor telpon benar,3,Negative,0
gajelas verifikasi udah masukin kode bener malah coba kali kali tetap salah akhir coba esok hari bintang ubah kalau udah bisa verifikasi,1,Negative,0
sangat bantu mudah akses,5,Positive,1
masa gabisa transfer error trus hadehh,1,Negative,0
verifikasi wajah sangat buruk gagal terus intruksi jelas,1,Negative,0
idetifkasi wajah ribet,1,Negative,0
verifikasi wajah yg selalu gagal apk sangat ngga jelas,2,Negative,0
seluruh bagus bisa tarik tunai atm pakai aplikasi ini,4,Positive,1
kenapa buka sekali mau buka gak bisa,1,Negative,0
simpel mudah hasil,5,Positive,1
pop up wonder bni lama menggangu banget sampah masuk wonder bisa kata data sesuai suruh cabang emang mau kasih ongkir berapa lagi enak enak bni lama pop up sampah bebrp fitur aktip ganggu kek sumpah enak brimo br sama bca,1,Negative,0
riwayat transaksi lengkap aplikasi bni di bni download pdf di wonder bisa tidak lengkap bintang 3 dlu karna tahap kembang,3,Negative,0
dar saran pinjam kpr rincian cicil contoh pinjam 2 kali 100 jadi nasabah tahu berapa kali sisa terimakasih,2,Negative,0
blm tarik tunaik kartu,4,Positive,1
emang bni salah satu bank layan buruk mau apa cara emang kayak bni usaha jadi buruk bukan baik wkwk mau tf aja susah pakek,1,Negative,0
aplikasi ribet sdh bener kode verif email nya malah bilang salah,1,Negative,0
kenapa ada menu mobile tunai ya sangat sayang untuk yg nya cukup baik,2,Negative,0
kirim kode verif email nunggu exp dulu kapan pakai apk nya kalau gin mending pake lama,1,Negative,0
aplikasi butuh kembang verifikasi email keluar otp satu jam kemudian terus sampai sekarang bisa verifikasi email,1,Negative,0
ribet verifikasi wajah sperti apa maksud kok susah sekali coba esok coba esok,2,Negative,0
ngirim kode email nya lot udah buang ngga langsung satset,3,Negative,0
tampil lebih fresh tpi ada tarik tunai kartu entah bom ketemu memang ada,5,Positive,1
transaksi gagal saldo potong gajelas bgt nih bank udh ngajuin keluh ga direspon,1,Negative,0
aplikasi wonder bni sy koq ga bs buka,5,Positive,1
apk mas sampah lot jaring padahal udah oke yg paling pr apk gabisa screenshoot ribet foto pake hp satu lg guna screenshoot bukan saja nunjukin bukti tf org terkadang kasus kaya kemarin double payment restoran nah minta screenshoot mutasi nya ehh malag gabisa paksa difotoin pake hp 1 lg,2,Negative,0
tolong sistem sken wajah bnerin gue ngak udh nyoba hari hari tetep ajh ngak bisa jadi kesel gue padahal udh jelas bner ikut pandu,2,Negative,0
aplikasi bobrok jelek,1,Negative,0
maaf cuma kasih bintang 1 alasanya gak jelek cuma lebih komplit lama bni mobile banking dengan aplikasi sama baru lebih lengkap,1,Negative,0
sangat rumit saya registrasi aplikasi foto wajah sangat sulit deteksi aplikasi ulang ulang akhir coba esok hari padahal sekarang sedang kantor cabang bantu pihak satpam mohon baik sangat rumit,1,Negative,0
gimana cara tarik tunai atm di bni mobile kok gak za,5,Positive,1
kode otp nya lama kali kali kiri kode ga kirim kirim,1,Negative,0
verifikasi gagal trs intruksinya trllu cpt bgt blm jg lakuin misal scan wajah baru mau dilakuin intruksi scan wajah udh ganti intruksi lain dan yng sbgainya yng d scan jg bnyk udh ngikuti semua scan akhirny ggal trs mau pke buat transaksi jg mlhn jdi ribet pkirku jdi mudah mlhan prsaan kmren bru update pas buka lgi mlhn brubah lgi,1,Negative,0
please kalau suruh satpam cs bni download app dengan dalih app bni mobile mau hapus jangan mau aplikasi super luama buat dar login beberapa kali transaksi ganggu gara2 app g jelas ini kalau misal lolos uji please jangan nyuruh buat ganti yg nama m-banking butuh biar cepat transaksi tp malah balik bolak balik bank gara2 app ga jelas,1,Negative,0
apa optimasi layar muka mu baik liat bawah atas gagal mulu bgttttt,1,Negative,0
mudah transaksi,5,Positive,1
aplikasi baru banyak eror face rocognation nya gagal mulu padahal udah sesuai arah,2,Negative,0
baik mudah transaksi,5,Positive,1
keren banget,5,Positive,1
lebih mudah praktis,5,Positive,1
lebih praktis mudah transaksi,5,Positive,1
baik,5,Positive,1
aplikasi matang sampe sekarang mas bom daftar ganggu sistem kelas bni ganguan sistem sampe 2 hari selesai it nya ngapain aja pasti ntar balesannya mohon maaf atas ketidaknyamanan ngapain bikin aplikasi baru bukan lama fi tingkat kalu cuma ganti nama sama warna ngak penting bikin susah aja,2,Negative,0
asik pakai aplikasi wondr by bni enteng aplikasi,3,Negative,0
aplikasi nya lot jelek gak jelas aplikasi sampah lot banget yg modal donk klu bikin aplikasi jgn takut rugi,1,Negative,0
layan cepet ramah tempat nyaman moga berkah amin,5,Positive,1
aplikasi gajelas verifikasi email udah sampe 4 kali salah terus padahal kode otp udah sesuai aplikasi apa banget kocak buka bikin customer lebih mudah malah sulit,1,Negative,0
keren banget aplikasi bener2 bantu buat transaksi ga ribet pas mindahin data dr bni mobile wondr goodjob bni,5,Positive,1
aktifasi ribetnya minta ampun utama masuk otp masuk benar kata salah udah nunggu kode lama masuk kok salah harus nunggu 1 hari baik lebih mudah,1,Negative,0
aplikasi ko baik trs butuh banget transaksi malah ganguan secapat nya baik,4,Positive,1
fiturnya kurang siap deploy ada fitur tarik tunai beli reksadana belum lengkap update nya lama periksa transaksi beli jual lama ada grafik juga masih mending pake aplikasi lain,3,Negative,0
mudah transaksi,5,Positive,1
login lebih mudah bni mobile banking fingerprint mpin saja login wondr lebih repot harus pakai password pilih login biometrik pin saja update sudah ada fitur biometrik terima kasih akses menu tata letak perlu biasa lama biasa dengan bni mobile banking,5,Positive,1
mantap,5,Positive,1
buat verifikasi wajah kok susah amat sorry bintang 2 kl lebih bagus baru tambah,2,Negative,0
kenapa kok eror apk nya ga login,2,Negative,0
aplikasi bisa guna transaksi ewalet macam transfer duit akun banyak potong,1,Negative,0
aplikasi bagus tampil fitur setor tunai ada jadi nyesal hapus apk bni mobile mana lupa user id nya,2,Negative,0
awal lancar kesini sini malah gak masuk niat gak nich bikin apk tuh,2,Negative,0
cepat update biar tarik setor kartu,5,Positive,1
tolong baik bug masa verifikasi wajah sampe 1000x gagal terus,1,Negative,0
wonder cukup bagus cepat sayang belum sedia fitur baca terang berita kirim terang kirim kirim orang transfer uang kita kalau mobile banking bni sangat bagus di riwayat transaksi baca terang ketik kirim orang tolong tambah menu tsb,3,Negative,0
ini aplikasi kayak matang masa 2 hari registrasi gagal terus verifikasi wajah tolong benah jangan sulit padahal butuh e banking buat liat transaksi masuk keluar,1,Negative,0
bantu transaksi,5,Positive,1
transfer pihak 3 ke 2 gak yah sudah beberapa hari gak,1,Negative,0
sudah pake minimal transaksi baru notifikasi harus transaksi berapa ada notifikasi biar tahu min,3,Negative,0
simple lebih mudah,5,Positive,1
sering sekali ganggu aplikasi,3,Negative,0
force close mau identifikasi ktp,1,Negative,0
verifikasi wajah buat emosi gagal terus ikut pandu sama saja lebih baik aplikasi lama hufffft,1,Negative,0
ribet banget jadi susah pake m-banking semenjak jdi wondr mana verifikasi gagal terus parah aplikasi gagal,1,Negative,0
sering baik,4,Positive,1
sering bgt gak masuk app nya coba berkali2 ttp gak bisa kalo udah klik app nya masuk engga keluar jg gak bisa gimana saya butuh transaksi yg cepat,2,Negative,0
verifikasi wajah gagal terus padahal ikut intruksi update 17 sept 2024 verifikasi wajah hasil tidak hasil input pass tidak input karakter padahal bisa tanda seru,1,Negative,0
kode verifikasi email telat masuk masuk malah sesuai kode nya appnya ringan ada masalah jauh lebih bagus performa app m-banking bri jarang masalah kalau bukan kerja ga saya buka rekening bni,1,Negative,0
fitur transaksi setor tarik tunai kartu wondrbni nya sedia,4,Positive,1
tiap beli token listrik ngisi id langgan otomatis simpan d aplikasi sprti bni mobile,2,Negative,0
mudah transaksi sangat gampang cara pengunaan,5,Positive,1
mobile tunai bni mati wondr gak segera rilis brp bulan sih,1,Negative,0
banyak manfaat,5,Positive,1
masukin fitur bayar pertamina gas lpg,2,Negative,0
simple,5,Positive,1
oke,5,Positive,1
tidak tarik tunai nya tambah tarik tunai nya dong,4,Positive,1
masa daftar mulu mau login,1,Negative,0
aplikasi beta rilis public susah banget verif muka tlol,1,Negative,0
selalu gagal verifikasi wajah,2,Negative,0
wort it and very very simple,5,Positive,1
verifikasi wajah susah gagal terus padahal udah bener ngikutin tunjuk di arah gagal terus,1,Negative,0
apk tolol semenjak lu bni mbanking jadi susah masuk nya blok,1,Negative,0
kenapa verifikasi wajah bisa padahal ikutin di layar,1,Negative,0
gimana si apk wondr bni ga kaya dlu orang tf aku sesuai sama nama aku ga masuk rekening ku gimana nih solusi susah,4,Positive,1
kamera handphone depan agak buram tetapi daftar handphone istri apakah tanpa fitur kenal wajah lebih untuk login handphone seperti aplikasi bni mobile bangking belum,3,Negative,0
keren bgt jd lebih sat set,5,Positive,1
fiturnya sedikit lebih bagus bni mobile banking,4,Positive,1
ini aplikasi apa sih aplikasi main anak ya waktu verifikasi poto wajah kok cuma suruh tolah toleh kanan kiri atas bawah jauh dekat bla bla bla 3hari 30x tak coba bolak balik cuma jawab blom berhasih silah coba besok padahal tak turutin semua syarat 1 keluar frame 2 cahaya baik ada backligth 3 pakai aksesoris tetap hasil bikin aplikasi yg bener dong malu maluin aja masak bni aplikasi kacang kaya gin,1,Negative,0
aplikasi tolol verifikasi wajah sangat cacat bulan kemaren ngga bener ikut semua syarat masuk guna accessories back light tetep aja kaga,1,Negative,0
bijak aneh bikin aplikasi baru fitur lengkap kok suruh pindah,1,Negative,0
kurang bagus bisa tarik tunai kartu,2,Negative,0
lebih mantap,5,Positive,1
uang masuk gak riwayat nya gimana,1,Negative,0
alami sulit verifikasi wajah pertama kali saya laku di minta sesuai perintah selalu gagal lebih batas hari,3,Negative,0
saya bisa terima kode verifikasi email tolong baik,1,Negative,0
ada transfer yg ganjal saya tdak pernah transaksi tgl sebut cek dri aplikasi wondr by bni tgl transaksi tdak sesuai aplikasi bni mobile banking tglnya beda pula apa aplikasi sdh di retas,1,Negative,0
aplikasi simpel mudah akses sukses selalu buat bni,5,Positive,1
jaring hp bagus tpi mau isi pulsa kali kali gagal trus ribet bgt transaksi nya kalau gagal trus mau screenshoot gk bisa tambah repot aplikasi nya,1,Negative,0
hai min saya mau aktivasi kok gak telah masukin no kartu nd pin muncul notif maaf jaring blom siap bisa gitu ya trus masukin pin gitu gakpp ya terimakasih aku ksi 3 dlu klo sdah aktif bru 5 apakah data pin aman saya verivikasi identitas masukin pin anda tpi stag situ min rek taplus anak upload wonder gak,3,Negative,0
nice aplikasi semua jadi lebih mudah,5,Positive,1
josss,5,Positive,1
kurang aplikasi ini ada menu mobile tunai,3,Negative,0
astaga punya bni mobile jarang problem pindah kesini mau ga mau soal banyak fitur udah ga guna bni mobile tapi wondr belum seperti setor kartu astagaaa,1,Negative,0
aplikasi lengkap nggak tarik tunai kartu,4,Positive,1
per tanggal 15 09 24 aplikasi bisa lihat riwayat transaksi,2,Negative,0
buka wonder sedang baik sini mau transaksicepat malah jadi gendala bener bener pake bni suruh pindah wonder huuu mau canggih apa wonder,1,Negative,0
blom untuk bayar pdam wilayah banjarmasin min,5,Positive,1
lebih ringkas cepat sayang transfer bang mode bi-fast gk padahal aplikasi lama dan sangat bantu terima kasih,3,Negative,0
kode otp email susah masuk tunggu lama coba ulang terus,1,Negative,0
sangat bantu transaksi,5,Positive,1
sering eror gak buka aplikasi,1,Negative,0
verifikasi wajah puluh kali kepala gel tengok kanan kiri atas bawah gagal terus nyusahin,1,Negative,0
tutor cara ambil uang kartu atm,3,Negative,0
saya bisa aktif login biometrik hp vivo v40 pada hp belum bisa apakah atur saya lewat,3,Negative,0
sempet login eh ga bawa ktp jadi ga lanjutin pakai wondr by bni,3,Negative,0
saya sdh login apl wondr tp udh lama gk buka apksi nya sy suruh daftar lg pake ktp dr dftr awal ribet nih salah nya ya,2,Negative,0
hallo bni kok sy tdk buka aplikasi bninya,3,Negative,0
aplikasi sangat bagus lebih mudah transaksi informasi jadi makin lengkap nice,5,Positive,1
keren aplikasi mudah transaksi good job bni,5,Positive,1
terkadang suka muncul tim sedang baik coba lagi bikin kesel aplikasi,2,Negative,0
transaksi lebih simpel gampang kren banget bni dengan fitur baru nyala bniku,5,Positive,1
apk apa bukan bantu transaksi online malah susah stak bot loat gak pernah mau masuk baik,1,Negative,0
di bni mobile bisa transaksi cardless wondr sama,3,Negative,0
sangat puas dgn apk,5,Positive,1
aplikasi nya ribet banget verifikasi wajah aja ribet gak ramah buat orang tua juga jelek,1,Negative,0
di arah pakai aplikasi baru wondr all hasil tidak nyaman sama fitur ny lelet lot sering gagal untung ada bni mbeking saya hapus,2,Negative,0
sumpah kesel bgt ini aplikasi kalo mateng jangan suruh orang2 instal lagi urgent ga bawa dompet malah gabisa tarik tunai kartu lengkapin dulu lah aplikasi baru suruh orang2 instal,1,Negative,0
bikin aplikasi kok gak easy berkali2 nyoba gagal terus verifikasi wajah asa bank gak seribet sekali foto langsung hasil,1,Negative,0
sakit mata liht warna lbh enak pakai bni yg lama lbh elegand,2,Negative,0
mudah transaksi,5,Positive,1
aplikasi sangat mudah nasabah,5,Positive,1
bank baik bni,5,Positive,1
transaksi lebih mudah sayang sering lola,4,Positive,1
di pixel 6a verifikasi wajah gagal terus,1,Negative,0
cara ui bagus sisa bobrok mulai verifikasi daftar sering gagal nyusahin tambah info detail prasyarat nyusahin banyak disembunyiin mau cari info minimal saldo aja ga tau cari mana skip lah bank swasta banyak lebih bagus,1,Negative,0
verifikasi wajah susah bet dah gagal mulu sudah 2 hari coba selalu gagal,2,Negative,0
bagus tapi bisa tarik tunai kartu ya,5,Positive,1
aplikasi bni baru tp gak sekali lengkap telp call center bni lewat aplikasi seperti bank bxa bank bxi yg aplikasi untuk telp call center jd bisa tidak bayar ayo bni jangan kalah sama bank,3,Negative,0
verifijasi wajah gagal terus padahal udah ngikutin arah,1,Negative,0
tiba2 login biometrik daftar login ulang masih ada menu tarik tunai susah jadi praktis,2,Negative,0
gak jelas verifikasi wajah geje suruh noleh bawah trus suruh lurus depan trus waktu habis apa coba apps jg gk segeje,1,Negative,0
untuk ambil foto lebih mudah saya coba 5 kali baru hasil,5,Positive,1
mudah transaksi,5,Positive,1
sejak pakai wonder malah bisa tarik setor kartu mending pakai aplikasi bni yg lama,1,Negative,0
simpel tampil modern kalo di tambah menu mobile tunai tarik tunai di atm biar makin keren,5,Positive,1
sering buka klik aplikasi heng paksa uninstal dan instal ulang baru deh buka aplikasi wondr by bni nya tolong tim it wondr by bni di baik aplikasi kadang perlu scan qris eh aplikasi gak bisa di buka kesel jadi,1,Negative,0
fitur verifikasi wajah terlalu banyak mau gara gara aja gabisa lanjut step daftar lanjut payahh,1,Negative,0
harus tunggu 3 jam aktif,2,Negative,0
tidak transfer mana tadi malam aduhh jadi nyaman pakai bni kalau gin,1,Negative,0
aplikasi bantu mudah transaksi,5,Positive,1
bagus lebih gampang,5,Positive,1
bni selalu hati aplikasi nya keren mudah akses transaksi nya,5,Positive,1
sayang ada buat setor tunai sangat butuh banget setor tunai ka cepat,5,Positive,1
alhamdulillah makasih wonder,5,Positive,1
mudah transaksi,5,Positive,1
apk terlalu sangat lot sekali selain bukti transaksi jg tdk dpt ss jd kalau mau kirim bukti transaksi minjam difotoin orang super ribet dan langsung putus hapus apk dan download lg versi lama apk gagal,1,Negative,0
tambah in fitur tarik tunai biar enk kayak bni beking,5,Positive,1
masih banyak kurang nya salah datu nya ada setor tunai tarik tunai kartu atm,3,Negative,0
sangat puas,5,Positive,1
tampil qris nya selalu error ya,3,Negative,0
kenapa aplikasi sudah hasil login 3 hari ngk pakai malah suruh login ulang pakai ktp,1,Negative,0
turut aku aplikasi mobail bangking versi baru lebih rumit like versi lama,1,Negative,0
saya tadi setor uang 99 lembar pecah 100rb mesin atm kemudian uang keluar 47lembar sisa uang sangkut kartu atm keluar sudah telfon call centre bni tapi cs bilang bisa konfirmasi apa uang bisa kembali,1,Negative,0
udah coba ngambil gambar ratus kali ga busa juga gmn ni pusing sendiri jd nya nih,1,Negative,0
payah aplikasi ribet foto wajah gagal terus suruh ulang waktu habis aplikasi ribet msh bagus bni mobile banking yg lama hrs verifikasi pkai kode otp lewat email email hp sdh penuh memori kayak apa terima kode nya kok buat orang susah coba kode otp lewat wa sms aja,1,Negative,0
aplikasi sangat bantu mudah transaksi,5,Positive,1
manajemen uang personal jadi lebih gampang plus fitur personal income and ekepense,5,Positive,1
aplikasi sangat bagus bantu tiap mau masuk aplikasi selalu info kendala terus sangat ganggu kalo sedang transaksi guna banking,3,Negative,0
parah ni apk lupa password minta verifikasi wajah lurus wajah dekat kan wajah angguk wajah jauh kan wajah maaf waktu telah habi ulang terus bbrapa kali maaf sempat telah habis lebih mudah apk bni arrrghhh to cx llona sudahh laku semua tp ada pengaruh nya,1,Negative,0
sumpah lah aplikasi aku udh hapus semua tetap ngak di unduh,1,Negative,0
tampil cantik simple mudah transaksi moga depan banyak baik yaa,5,Positive,1
pdam kab boyolali tidak di daftar bayar ya,3,Negative,0
baru buka rekening udah remot sistem verifikasi email susah kali alamak,1,Negative,0
susah banget verifikasi wajah tidak pernah hasil suruh tengok tunduk tidak tahu berapa lama waktu balik bilang lewat batas waktu minta ulang lagi bilang terlalu banyak coba ulang besok kapan jadi,3,Negative,0
aswww napa verifikasi wajah g pernah bjirrr,2,Negative,0
keren banget,5,Positive,1
wonder bagus banget,5,Positive,1
mantap banget sih,5,Positive,1
oke mantap,5,Positive,1
aplikasi simple praktis guna nya jadi aman kalo mau bayar aja bebas biaya admin,5,Positive,1
aplikasi top,5,Positive,1
terlalu lama verifikasi wajah padahal udah ikutin pandu tetap gagal,3,Negative,0
mau daftar kemarin kok gk ya alas nomor sesuai terus padahal nomor udah sesuai yg daftar nasabah bni,4,Positive,1
kurang belum cek e-statement,1,Negative,0
ini yg maksud nyuruh pake aplikasi ya bagi user aplikasi bni udah langsung aja non aktifin aplikasi bni nya suruh pakai wonder jangan tolol2 lah tiap buka bni muncul pop up aplikasi wonder bikin kesel langsung aja hardselling jangan smooth2 akat maksa biar pindah apk,1,Negative,0
gak tarik tunai bni banking,4,Positive,1
ribetnya verifikasi pake ktp selfie wajah yang udah download aplikasi wondr jangan hapus soal nya susah verifikasi selfie wajah verifikasi pake ikd gagal terus,2,Negative,0
kenapa ada menu rincian pinjam bni aplikasi wondr,2,Negative,0
lebih suka bni mobile banking harus ganti aplikasi lama baik wondr belum lengkap bni mobile banking user friendly lebih baik bni mobile banking,1,Negative,0
overall tampil bagus sangat sayang menu layan bayar uang semester kuliah ada mohon segera tambah trims,4,Positive,1
buruk,1,Negative,0
saya transfer bank ke wondr saldo nya gk masuk2,1,Negative,0
sangat mudah transaksi,5,Positive,1
minimal setor tunai aplikasi lama jangan mati,1,Negative,0
top,5,Positive,1
simpel lebih mudah,5,Positive,1
aplikasi wondr tampil lebih tarik simple transaksi cepat,5,Positive,1
bni,5,Positive,1
sering error,1,Negative,0
parah udh verifikasi wajah tinggal bikin password minta verifikasi tambah kayak nya ribet banget,1,Negative,0
di uninstal intall harus daftar vermuk lagi vermuk nya susah udah di top up duit malah gak masuk kalo tau susah begini gak usah bikin apk ribet kek gin,1,Negative,0
apk apa mau verifikasi wajah aja ga pernah bisa tanya cs nya malah suruh sendiri rumah sinyal udah bagus pake wifi pake data ttp ga bisa ga si mau registrasi kalo ga boleh mending ganti bank,1,Negative,0
mengapa transaksi gagal saldo kurang ada jamin dana kembali apk kurang bagus transaksi nya ini,1,Negative,0
saya mau tanyak wondr by bni sudah ad harus bikin,2,Negative,0
sangat jelek susah aktivasi,1,Negative,0
aplikasi busuk tukang debetin saldo orang kalau emng 100 jadi ndk usah release satttt sampai dipromosiin,1,Negative,0
bagus manfaat,5,Positive,1
lebih mudah lama cek mutasi diwonder ada total saldo,3,Negative,0
mantap lebih baik lagi,5,Positive,1
aplikasi sangat bagus lama selalu puas bni moga nyaman tahan fitur tarik tunai mobile bisa buat ya,4,Positive,1
lebih simpel,5,Positive,1
aplikasi aneh masa verifikasi foto gagal terus padahal muka sendiri bukan muka orang,1,Negative,0
setor tunai kapan sedia min,4,Positive,1
verivikasi wajah jelek gagal terus,3,Negative,0
saldo kenapa jadi minus padahal nya ada sisa saldo,2,Negative,0
tidak fitur setor tarik kartu kalau tambah fitur aktifin kartu buat pakai luar negeri,4,Positive,1
udah keren sih sangat sayang mobile tunai moga update baru ada mobile tunai karna guna banget kalau mau ngambil atm lupa kartu,5,Positive,1
skrg aplikasi nya gk buka gmn sih ini knp sih verifikasi wajah kayak org mo pinjol harus dgn ktp sdh konek database ducapil mending verifikasi sekali ulang kali,1,Negative,0
tolong baik sistem scan muka udah berapa kali coba tetap gak bisaaaaaaa,1,Negative,0
jeleekk udah bagus bni mobile banking aja ngga perlu nambah2 apk bikin boros lebih suka bni mobile banking 1 apk tp jangkau semua mobile tunai bisa menu lengkap mobile banking bni,1,Negative,0
aplikasi kini yg modern simple nyaman aman,5,Positive,1
tampil aplikasi lebih tarik colourful mobile banking yg lama transaksi jadi lebih cepat,5,Positive,1
bayar pgn kok ndak ada,3,Negative,0
mau login karna ada rekening malah jadi daftar rekening baru apa ada pilih daftar login,3,Negative,0
brisik ribut tampil doang sangat direkomdasikan lot banget mending pake bni mobile banking yg lama,1,Negative,0
password salah terus verifikasi wajah gagal terus mohon mudah mbanking yg gak juga,3,Negative,0
repot bgt pake aplikasi ini lupa pass dr awal udah bener passwordny bilang salah malah mending lama untung hapus,1,Negative,0
lebih simple mudah,5,Positive,1
verifikasi wajah ribet ngulang terus,1,Negative,0
aaamaazing keren abis lebih ringkes jadi,5,Positive,1
kode qris nya muncul selalu terang kadarluarsa tidak muncul sama sekali qris nya bukan muncul hilang memang muncul sama sekali hanya terang kadarluarsa,1,Negative,0
registrasi terlalu ruwet kali kali bisa karena waktu jeda verifikasi wajah singkat lebih bagus aplikasi belum mudah singkat lengkap makin canggih malah bikin repot nasabah bni cabang sumpiuh cs 1 tunggu lama dapat pelayananan tidak beri layan servis yg baik untuk nasabah,2,Negative,0
untuk bayar lebih lengkap bni mobille yg lama mohon tambah fiturnya kak trims,5,Positive,1
kapan transaksi cardless sedia,5,Positive,1
aplikasi nya lebih simpel lebih mudah ecek transaksi masih lengkap ga menu buat tarik setor tunai mohon lengkap depan,4,Positive,1
bom pilih tarik tunai atm ya,4,Positive,1
sering konek,3,Negative,0
baru mulai registrasi aja udah susah verifikasi wajah padahal udah tempat terang udah coba kali saran admin tetep ga bisa saya pakai aplikasi lama kalau begitu moga baik depan awal tahun 2025 coba ya terima kasih,1,Negative,0
dengan wondr jadi transaksi lebih mudah lebih cepat,5,Positive,1
gak setor tunai kartu,4,Positive,1
tolong bagi verifikasi wajah baik,1,Negative,0
wondr by bni tampil lebih keren banyak fitur mudah untuk transaksi cocok buat aku,5,Positive,1
aplikasi baru lebih mudah transaksi smga lebih lengkap fitur-fiturnyaa cepat akses,5,Positive,1
kok ada mobile tunai pakai lama aja dulu,3,Negative,0
tampil menu lebih simple warna background lebih cerah jd semangat kalau mau transaksi,5,Positive,1
aplikasi simpel mudah paham,5,Positive,1
tampil tarik lebih mudah,5,Positive,1
aplikasi sangat bagus modern simple lengkap,5,Positive,1
tolong segera update mobile tunai atm mau tarik tunai setor tunai,5,Positive,1
aplikasi baru keren nyaman,5,Positive,1
aplikasi lebih simpel mudah,5,Positive,1
aplikasi mantab mudah cepat transaksi qris,5,Positive,1
transaksi uang laku di rumah perlu bank atm,5,Positive,1
fitur lengkap aplikasi lama,3,Negative,0
aplikasi jelek jir email salah terus padahal emang gitu apk rusak kocak,1,Negative,0
terlalu banyak eror verifikasi ya gak ad aman ape kek gitu kek eror mulu,3,Negative,0
saya isi pulsa 100rb transaksi gagal saldo potong bagaimana ini,1,Negative,0
terima kasih banyak bantu sukses selalu,5,Positive,1
aplikasi mobile banking baru bni sangat bagus cepat lebih mudah guna dg warna yg fresh trims bni jaya selalu,5,Positive,1
instal ulang aplikasi harus verifikasi ktp harus cukup dengan login no pin akun bni mobile yg daftar,1,Negative,0
gimana sih aplikasi transaksi gagal kok saldo potong,1,Negative,0
wondr by bni transaksi lebih mudah cepat,5,Positive,1
tampil keren mudah paham lebih praktis,5,Positive,1
kurang bagus saya pakai aplikasi wondr kok tiba pin yg masuk salah padahal benar suruh verifikasi waktu ganti pin eh malah bisa masuk di password login wondr bni nya malah verifikasi mutar mutar gitu aja sampe terang verifikasi pakai ulang kali besok coba yaahh,1,Negative,0
kacau kali aplikasi minta verifikasi email udah masukin otp email di bilang salah,1,Negative,0
transaksi pakai wonder lebih semangat,5,Positive,1
fitir nya kurang lengkap,1,Negative,0
transaksi lebih mudah lengkap,5,Positive,1
kalau siap dg aplikasi yg baru napa buru launchingkan mohon segera baik masih enak pake bni mobile,1,Negative,0
transaksi jadi lebih mudah,5,Positive,1
lebih simple cepat,5,Positive,1
kesal suruh regis ulang padahal udah pernah belanja pake ini aplikasi aneh,1,Negative,0
lebih simpel cepat,5,Positive,1
tampil oke all transaksi terposting debit kredit lebih cepat lebih mudah,5,Positive,1
user friendly simple desain tarik,5,Positive,1
oke banget,5,Positive,1
wahh keren lebih mudah cepat untk transaksi,5,Positive,1
tampil lebih simple user friendly,5,Positive,1
aplikasi sangat baik lebih fresh tampil fiturnya lengkap,5,Positive,1
aplikasi lebih mudah dri bni mobile banking mantappp,5,Positive,1
aplikasi colorfull lot lebih praktis pakai,5,Positive,1
aplikasi bagus fitur lengkap aplikasi lama mumet kalo gin pindah bca aja,1,Negative,0
tidak dukung aplikasi untuk potret wajah terlalu tele,2,Negative,0
aplikasi ngak bagus kali mau pakai selalu jadi salah harus hapus donlod,1,Negative,0
mudah simpel tarik promonya,5,Positive,1
menu lebih lengkap lebih mudah guna,5,Positive,1
aplikasi jelek padah gw udah punya akun malah tunjuk buat akun gimana sih aplikasi sampah,1,Negative,0
verifikasi email susah bener padahal otp sdh benar salah,3,Negative,0
aplikasi sangat bagus transaksi jadi lebih cepat simple tampil colourfull,5,Positive,1
transaksi lebih mudah perinci,5,Positive,1
aplikasi sangat bagus mudah transaksi apa,5,Positive,1
transaksi lebih mudah,5,Positive,1
aplikasi mantap,5,Positive,1
tampil lucu bgt tarik bayar jadi lebih cepat mudah thanks wondr,5,Positive,1
makin satset tampil an makin wonderfull,5,Positive,1
aplikasi wondr by bni milik langkah proses lebih singkat cepat dibangdingan m-banking buka qris gaperlu login tampilanya kini bgtt gampang pakai,5,Positive,1
sangat simple mudah guna,5,Positive,1
wondr sangat bantu transaksi mudah cepat praktis wondr by bni jadiin mau,5,Positive,1
tampil bagus lebih cepat,5,Positive,1
mudah lebih simpel,5,Positive,1
bagus mantap lebih mudah,5,Positive,1
transaksi pakai wondr lebih mudah,5,Positive,1
user friendly eye catching mudah guna respon nya cepat pakai face id fiturnya lebih canggih tarik,5,Positive,1
transaksi jadi lebih cepat saldo terupdate dgn jelas,5,Positive,1
dengan guna aplksi wondr bni semua transaksi lebih mudah dan banyak fitur2 yg baru sukses selalu bank bni,5,Positive,1
the best fiturnya lebih tarik lebih simpel,5,Positive,1
