content,score,sentiment
orang bikin aplikasi tuju mudah guna kalau aplikasi wondr bni bukan bikin mudah malah bikin susah anjnk lu paksa gua buat pakai aplikasi ini padahal gua cuman mau beli token listrik su sekarang gua harus masukin ulang semua data kait mbanking aplikasi ini padahal gua cuman mau beli token aja anjink cookkk lu ngapain bikin aplikasi cookkk udah enak mbanking itu taik lah paling lu cuman bales maaf doang su,1,Negative
susah verifikasi wajah mohon mudah,3,neutral
saya suka desain tampil yg lebih simpel mohon segera lengkap fitur aplikasi belum mobile tunai,4,Negative
kek mana verivikasi 4 hari gk bisa,1,neutral
fitur banyak yg kurang bayar fitur setor-tarik tunai kartu masih mending aplikasi lama,3,Negative
saya baru pakai wondr bni mobile menu sbn obligasi negara untuk wondr memang tdk ada,3,neutral
tambah fitur tarik uang kartu terimakasih,5,Positive
aplikasi anjing verifikasi wajah susah tengok kanan dekat layar tengok kanan tolol emang buat,1,neutral
,5,neutral
takut guna aplikasi ini rawan penyalahgunaan data kirim foto ktp selfi wajah,2,neutral
sangat mudah aktifasinya minta user id nmor rekening nmor kartu kemudian ganti email no hp perlu cs lagi bisa ganti sendiri cukup ktp saja ktp asli foto copy foto ktp bisa selfi nya mudah yg penting hp suport terang cukup aplikasi paling gampang guna yg milik bni ini,5,Positive
bintang 3 dulu masa kalah dgn bank bumn kelas mandiri dgn livin nya bri brimo nya bsi byond nya bank digital swasta kayak blu by bca digital ga fitur tarik setor tunai cardlessnya asli downgrade bgt lho dri apps belum kurang cuma 1 yg lama otp nya masa beban guna ngapain pake otp pas atm mandiri bri bsi bca tidak pake otp utk cardless lho cuma nomor transaksi atm utk cardless nya ajaa lhoo too bad,3,Negative
ini yaa bni punya tiba tari padahal tidak laku transaksi sebut tidak yg tau kata sandi bank saya mana transaksi nya tengah malem pas lagi tidur,1,Negative
ribet ni apk masa dri verivikasi wajah mulu,2,neutral
tambah bikin repot,5,Negative
sistem sibuk trus gaje,1,Negative
gara2 aplikasi mbanking eror malah suruh pindah kesini contoh tu bank swasta gapernah maksa nasabah pindah aplikasi kn jadi ribet harus ajar lagi,1,Negative
mu tarik tunai tanapa kartu sedia,3,Positive
history terang transaksi kurang jelas seperti bni m banking jelas terang lebih bagus sih moga cepet kembang biar mudah lihat riwayat transaksi ku naik bintang nya terimakasih merespon,4,Negative
ok,5,neutral
bintang bicara ga aplikasi ga teller smua layan nya ngga banget langsung uninstal,1,neutral
ok,5,neutral
aplikasi nyusahin,1,neutral
kasihan bni aplikasi jadi nasabah banyak kecewa biasa pakai bni mobile banking lancar jaya tiba2 suruh pakai aplikasi wonder aktifasinya sedikit sulit diaktifasi bank sdh beberapa kali salah diaktifasi mandiri ada ganggu jaring aplikasi bagai nasabah jadi bahan timbang guna jaza layan bank lagi tidak bisa registrasi mandiri ke cabang bni suruh datang bsk lagi,1,Negative
sangat bantu,5,neutral
ok bgt,5,neutral
kok ada menu tarik tunai kartu,3,Positive
apakah layan tagih air di guna tidak terus iya,1,Negative
gara gara aplikasi atm kks ibu blokir dan urus ke call center dan kantor cabang bni hasil 0,1,Negative
lum mantap,5,Positive
lumayan,4,neutral
kenapa tidak laku topup saldo link aja terang kendala sistem kami kendala kok terus2an akhir pindah pake bri lancar,1,Negative
sudah set limit transaksi bi fastnya sudah lihat sisa limit masih transaksi lalu bi fast telah coba transfer nilai bawah limit sisanyavtetap transfer belum hasil,2,neutral
untuk verifikasi wajah kok susah banget spt ga niat bikin aplikasi kalo memang mau dipake mudah,2,Negative
moga makin tingkat,5,Positive
aplikasi sangat bagus,5,neutral
aplikasi tambah bukan baik malah buruk kalau blm hilang eror lebih baik jangan rilis dahulu masa iya saldo potong tetapi transaksi gagal kelas aplikasi link bank bumn masa gitu puas langgan kecewa,1,Negative
lancar kendala,5,neutral
ribet banget mesti download aplikasi lagi buat bayar listrik pisah mana proses daftar ribet banget lagi ahh tolong satuin aja di bni mbanking,1,Negative
saya pakai mobile banking bni lama untuk transaksi apa tiba2 mau beli token listrik pakai aplikasi baru ini daftar sulit ferivikasi wajah buat pusing gagal terus ajg mending ganti bank sekali aja deh yg gak bikin repot nasabah,1,Negative
,5,Positive
aplikasi paling paling paling payahhhhh mentok d otp email aja terussss,1,Negative
good,5,neutral
ruwet,1,neutral
aplikasi jelas verifikasi sulit erti bni lama dapat bug hadeh,1,Negative
sejak pake wondr ga tarik tunai kartu,1,Positive
baik registrasi jam jam sibuk jam 5 subuh lalulintas jaring server sibuk,5,Negative
aplikasi tolol nasabah selalu ingat aplikasi ini fungsi sama otentifikasi wajah susah,1,Negative
apk tres vermuk mutter sudah terang camera iphone tempat terang gagal parahhh bni nihh di suruh kedip suruh trngok kanan kiri bawah depan belakanh stressss,1,Negative
kenapa gak menu tari tunai tampa kartu atm trus bayak fitur blm selesai gimana,3,neutral
uang tf masuk bantu,1,Negative
apa gak aktifasi wonder jadi gin maaf salah terus,1,Negative
sampah,1,neutral
sering bnget eror kesel banget mau ngirim gk bisa pas liat punya teman bisa dong benahin,2,Positive
like bangett aplikasi nya di tambah vitur tarik tunai kartu nya yaa,5,Positive
jizzs,5,neutral
terus kendala terang kendala sedikit tp error terus ga login,1,Negative
buat transfer ad limit hairan kurag muas mending bni mobile,2,neutral
anjir akun apa susahhh bgtttttt mau verifikasi kode email aja gagall terusss anehhhhhhhh pdhl kode yg masuk udahh benerrrr anehhhhhhhhhhhh lemotttt susahhhhhhh anehhh bgttt emosiiiiiiiiii,1,Negative
gw sih tampil kurang sama gak lengkap kayak bni m-banking dulu btw gw masuk wondr kartu simnya gak pasang otp lewat wa sinyal gak lancar kok lancar aja masuk aneh bgt yg komen gak masuk dar informasi gw daptar bni via online website bni,5,neutral
lama hampir 1 minggu pakai aplikasi turut aku lebih mudah pakek bni mobile drpd wondr riwayat transaksi bni mobile cantum detail arus keluar pasu dana sdngkan wondr ada transaksi uang masuk malah cantum riwayat transaksi dan aku pribadi kurang suka sama tampil bukti transaksi nya yg wondr kalau mau transisi pastiin aplikasi udah bener2 ready biar user nya ttp nyaman pakek bni moga segera baik,3,Positive
bingung soal g masuk,1,Negative
udh enak pakai apk bni bayar bayar sekarang makin ribet suruh download lain ganggu kerja orang aja,1,Negative
untuk menu pinjam jadi ga ada jadi ga pantu kpr sisa berapa,3,Negative
ui nya bagus ramah guna seribet bni mobile login transaksi lebih bagus apabila tambah biaya didik bayar ukt kurang cuman maintenance nya sering jam kerja,5,Positive
ganggu terus,3,neutral
tambah beberapa fitur yg udah di bni mobile banking mobile tunai,4,neutral
kode otp email tunggu tdk masuk2 kok bgtu ya,1,Positive
fitur blm lengkap,2,neutral
aplikasi lamban mampu deteksi wajah lemah,1,Positive
kak kalo udh punya tabung nya terus mau login wonde by bni gimana cara ya soal mau login masuk daftar ulang,3,Positive
saat verifikasi beri otp otpnya ga valid kirim email ga sesuai sama batas waktu beri,1,Positive
kartu ku hilang d aplikasi wondernya gimana mana gaji masuk sana semua,1,Negative
jelek bagus yg belum,1,neutral
bukan maju tp mundur,1,neutral
mau login aja susah,1,neutral
baik dong masa minggu ga buka app tiba tiba suruh login lagi kalo loginnya ga ribet si oke tiap login scan ktp terus ayo masa tiap minggu laku tindak sama ulang kalo posisi butuh pepet nyata ga bawa dompet gimana apa ga bingung,2,Negative
baik nama aplikasi langsung nama wonder huruf besar semua bukan wondr kalau wondr rancu sih cara baca supaya langgan pakai baca fokus tulis dan gampang ingat ini saran sisi marketing brand wonder gampang saing aplikasi kompetitor lain kata ajaib wonder cepat sosialisasi masyrakat umum baik customer bni bukan customer bni demikian,4,Negative
yang penting aman jangan sampai colong,5,neutral
ok,5,neutral
verifikasi wajah nya kurang sensitif gagal terus maaf bisa pakai aplikasi ini,1,Negative
suka paksa nasabah bni buat pake apk ini padahal bni mobile bisa d pakai saran tutup rekening pindah bank aja edit developer bales bisa transaksi pake bni mobile tpi nyata bayar seperti listrik dll paksa pake aplikask wondr by bni yg gaje ini inti sama bni lgi buat nasabah ga nyaman cara paksa pake aplikasi ni solusi baik tutup rekening pindah bank,1,Negative
ok,5,neutral
saya sekarang bisa login,5,neutral
untuk verifikasi muka gak pernah sukses padahal udah ngikutin arah udah pas mana max 3x ulang besok lagi,5,Negative
bagus tambah bagai fitur tetapi hilang banyak fitur yg guna seperti contoh nya mobile tunai yang mana urgent butuh dana cash bisa tarik tunai,3,Positive
ribet udah enak transaksi pakai bni mobile suruh pindah pake ini daftar susah bnget tambah ribet aja bni,1,neutral
belum minggu guna apk wondr by bni karna bisa transaksi pln via mbangking bni instal apk wondr by bni transaksi pln lalu bni wondr awal hasil ikut gagal saldo tetap potong seperti apk mbanking bni langsung hapus akun,1,neutral
ga guna dh paling bner pke bni mobile,1,neutral
mantap,5,neutral
aplikasi wondr sangat bagus gampang transaksi perlu ingat pasword tinggal vinceroin yg perlu ingat pin atm wondr debesa,5,Negative
sudah 2 minggu coba verify wajah tetap tidak baca gak tau dah,1,Negative
kesan pertama tdk bagus beli token listrik gagal duit rek bni potong email cs selalu jawabanya baik follow up nya lamban sekali,1,Negative
ribet buat orangtua jujur ribet bgt udh bnr kayak bank cuma 1 apk mobile bank aja jd biar bs bayar macem2 1 apk ini apk lain karena orangtua hpnya biasa batas memorynya,2,Negative
gabisa masuk wonder pas mau verivikasi waja eror rencana mau nabung sini tp takut kalo banyak eror,1,neutral
apa si kode otp bisa masukin gimana saya mau masuk apk nya,1,Negative
cuma mau beli token listrik aja ribet paksa intall aplikasi ini padahal aplikasi bni mobile udah lengkap mudah kalo kaya gin kan install aplikasi sumber sama hidup cuma sekali kok di buat ribet,3,Negative
ya lebih bagus aplikasi musnah aja aplikasi gk mutu uda 100x lbh masuk pin benar selalu ganggu dari ini aplikasi buat bany k orang emosi lebih baik musnah,1,Negative
ok,5,neutral
very good,5,Positive
sungguh kecewa fitur sangat penting bni mobile yg hilang wondr informasi saldo akhir tiap transaksi ini buat bni jadi kurang transparan nasabah dan buat berfikir bni bukan bank yg tepat tabung simpan uang,1,neutral
sudah coba bagai cara tpi ttp gabisa log in aplikasi nya pake wifi pake kartu sim yg hubung bni sudah tpi ttp sama aja hasil gbisa log in,1,Positive
mohon tingkat tambah buat bayar biaya didik nya terimakasih,3,neutral
terima kasih,5,neutral
tidak fitur mobile tunai,3,Positive
ingin verifikasi ktp hilang terus gimana ya ampun ga cukup verifikasi lewat selfie nomor telepon aja mau gak mau harus atm ngambil uang jadi ribet,2,Negative
gara gara aplikasi lot ini mbanking bni jadi sulit sering keluar guna,1,Negative
pemberitahuan kalau uang keluar masuk kara update muncul lagi,1,Negative
mau transfer pake va malah tampil suruh sambungin linkaja beberapa kali dicb kaya gtu trs akhir balik pake bni mobile banking,1,Negative
verifikasi email kok salah terus gimn yah,1,Negative
susah masuk,1,Negative
informasi transaksi dr bni lama nga semua pindah jd susah,1,Negative
buruk selalu logout minta verifikasi ulang sudah gitu verifikasi wajah susah,1,Negative
buah kembang aplikasi sangat paksa nasabah kalau lalu aplikasi baru ini menu bni mobile banking ada pilih menu nya dan kalaupun pindah aplikasi baru ini mobile banking hapus saja ini bukan mudah nasabah melainkam tambah beban karna tambah aplikasi baru harus ingat sandi transaksi moga di baca pihak sdm kembang bni,3,Negative
mantap,5,neutral
ga tarik tunaiiiiii,1,Positive
success,5,neutral
aplikasi pada tujuanya baik belum mengcover semua sedia bni mobile banking di bni mobile fiturnya alih sini beli token listrik simpan id pln lapor transaksi rekening koran jadi guna bingung segera diupdate tidak kecewa nasabah lebih depan transaksi digital peran sentral hidup finansial ingat ya jangan risih kalau kritik semua baik depan terimakasih,1,Negative
menyalahgunakan data pribadi,1,Negative
alhamdulillah baru pertama buat rekening bni lalu aplikasi ini lancar mudah sampai 15 menit rekening sudah jadi terimakasih mudah terus tingkat kerja aplikasi,5,Negative
aneh saat input kode otp kirim lewat whatsapp selalu gagal padahal sudah cek ulang kode saya input 3 kali tetap sama,1,Negative
kode otp selalu gagal batas maksimal,1,Negative
min mau tanya kalo nomer hp nya blokir gimana ya,3,neutral
luar biasa lebih simpel,5,Positive
keren,1,neutral
aplikasi nya ribet enak yg lama tf tunai kartu malah cuma transaksi doang fitur nya jga sedikit gak enak nya,1,Negative
tidak fitur mobil tunai masih mudah bni mobile,2,Positive
kak dong rincian transaksi ditambahin saldo akhir biar gak bingung ngitungin biar kaya bni mobile banking kan transaksi ada tuh saldo akhir jadi gak perlu ngitung jauh masih nyaman pake bni mobile banking,2,Positive
ok,2,neutral
sangat bantu,5,neutral
tidak tarik tunai wkwkw,1,Positive
baru download tapi jadi parno karna rating nya blg loading lah ituu pdhal jelas enak pke bni mobile banking knpha hrus d upgrade trus sekarang ini klox isi token listrik dri bni mobile banking udh gk hrus pke wondr by bni,2,neutral
aplikasi ga jelas udh daftar pakai ktp udh selfie nengok2 kiri udh buat password pas d akhir ga bs hrs call cs bni hrs k kantor ga jelassss pantesan langgan pd komen jelek d play store krn memang aplikasi gagal,1,neutral
loading verifikasi kode nya lama bet jaring paket data udah full stak pas minta vidio call sama admin buat verifikasi bilang putus2 klo bikin aplikasi yg bener aja woi rugi daftar di bni ngapain coba bikin aplikasi klo gk kek gin,1,neutral
beli paket data yg aplikasi mbangking murah2 kuota nya berpariasi klo wondr 50 ribu paket 1 bln cuma 6gb paket data ny ga ad pilih ny biasamya oaket 50 sbln banyak pilihn aplikasi wondr bni sm mbangking bgsn mbangkin mobile,1,Negative
luar biasa,5,neutral
susah kali wondr by bni buka layan sangat sangat buruk susah login di coba pakai kartu data internet bisa pakai wif sama jadi bingung salah nya lagi coba,1,Negative
udah kasih bintang 5 loh tapi pas bayar bpjs malau tulis transaksi proses mulu udah 3 hari nyoba bayar ulang tetap aja itu walaupun saldo memang kurang bayar bpjs via wondr tuju kan biar mudah tapi kalau ini gimana coba,5,Negative
aplikasi abal abal jelek semua hal sulit lelet dllnya,1,Negative
tidak untuk tarik tunai atm kartu kan ya saya udah atm mau narik lupa bawa kartu nyata aplikasi sedia jadi repot malah memang tampil lain nya bagus keluh saya,3,Negative
ok,5,neutral
verivikasi busuk gabisa dipake,1,Negative
aplikasi tolol ribet susah kali cuma verifikasi wajah aja ribet,1,Negative
kenapa bifast nya gak bisa saat mau transfer cuma pilih realtim online biaya 6500 sedang bi -fast biata 2500 sedia,2,neutral
awal update semua jalan lancar tnpa kendala ok cantum aset yg pnya hy di history transaksi kurang puas kurang detail situ hy ada terang terima keluar tnpa tulis saldo sisa berapa saat keluar tdk cantum potong adminnya berapa aku rasa lebih dan suka aplikasi m-banking bni yg lama depan wondr bni lebih dilengkapin lgi kurang dan smoga lebih baik lgi,1,Negative
coba top up pulsa gak masuk sama sekali saldo kurang duit sekarang kembali riwayat saldo lengkap tidak detail mobile banking bila perlu tetap stay di mobile banking yang instal wondr dek,1,Positive
cara tampil oke banget fitur lengkap tolong lengkap biar pakai 2 aplikasi,5,Positive
ngeselin bgt mau verifikasi wajah gagal terus,1,Negative
aplikasi jadul bisa tarik tunai,1,neutral
tampil kurang ramah orang sudah usia lanjut,2,Negative
ok,5,neutral
apk nya tolol masuk nya lama banget b1 aja,1,Negative
aplikasi sial jelek banget nih bni verif muka gagal trs suruh coba besok trs trs kapan gue punya bni mbank nya begok kalo udah login suka logout sendiri aneh gak bikin apk tuh yg bener dikit yg mudah nasabah ribet banget daftar pas udh daftar logout2in begok,1,Negative
sangat rumit,1,Negative
kalo ga di pake gaush spam di bni mobile banking,1,neutral
bagus,5,neutral
mantap,5,neutral
gabisa aktivasi debit lewat wondr cabang,1,neutral
baru jd nasabah dah mantap,5,Positive
bisa dark mode gak,4,neutral
mantul,5,neutral
internet stabil semua aplikasi terupdate gmail terupdate aktif sudah dapat kode otp ketika pasu kode verifikasi aplikasi wonder selalu tulis kode yang anda masuk salah what itu oleh kode alamat gmail lho kak admin langsung hitung detik masuk apakah yang salah aplikasi ini sungguh sangat repot mohon kerja sama nya harus bagaimana antri langsung cs bni kah you cannot buy my time,1,Negative
loading lama ni barang susah kalo belanja pake qriss,5,Negative
aplikasi ajaib aneh bin oneng otp udah kirim wa registrasi awal minta verifikasi email yg otpnya gabisa pakai sama sekali nanti mau tf suruh kasih masuk aja otp biar makin stress orang yg mau pakai,1,Negative
buruk ngirim otp email tungguin lama gak muncul gimana di pake ni aplikasi,1,Negative
ok,5,neutral
susah sekali verifikasi wajah sudah dekat mlh coba,2,Negative
aplikasi bagus smoga depan lebih bagus segala keluh nasabah perhati betul,5,Positive
sering eror klw mau transaksi,1,neutral
pada regist untuk kota palu tidak muncul pilih kabupaten ya,1,neutral
aplikasi wondr by bni sangat me memuaskandan mudah segala,5,neutral
kenpa bru loading 1 x udah error mohon maaf di kasih bintang 1 karna blm ku coba pakai aplikasi wonder by bni nnti kalau udah baik baru sya beri bintang 5,1,Negative
ook,5,neutral
keren,5,neutral
mantap ga perlu ke bank klok pin tebelokir bisa ting lewat aplikasi wondr by bni,5,Negative
salah verifikasi wajah,5,Negative
ok,5,neutral
biar apa si mlh mbah ribet dan menu moblie bni udah komplit knp ada apk kek gin nbah ribet aja,1,Negative
baru kemarin download ni app dah bikin kecewa masalah sistem masalah sistem dahlahh,1,neutral
apknya susah mau transfer tiap mau transfer kemarin gagal trus lbih senang bni mobile banking cepat,1,Negative
sayang ada menu tarik tunai kartu,3,Positive
tambah menu setor tarik nya kak biar lebih mudah kak makasih,4,Positive
segera apgret transaksi tarik tunai kartu mblo,3,Positive
ok,5,neutral
ribet cra verfikasinya,1,neutral
gak fungsi sama aja kayak mbangking gak promo promonya malah lebih ribet verifikasi wajah fhoto ktp buat apa begini kalau fiturnya sama ngabisin memory kurang kerja gak jelas,1,Negative
selalu gagal verifikasi wajah apa coba maksud dekat salah jauh salah,1,Negative
nyusahin cok mending apk yg biassnya,1,neutral
kenapa baru tahu aplikasi bagus,5,Negative
alhamdulillah sangat bantu banget,5,Positive
mantab,5,neutral
aplikasi ny bad sekali masak mau login apa mau download ulang login otp verifikasi ktp wajah sy lebih suka pake e wallet benar dri pd wonder,1,Negative
ribet masuk apk nya verifikasi,1,Negative
sangat kecewa produk baru bni biasa beli listrik lewat mobile banking bni trnyata ganti lewat wondr beli 500 000 transaksi gagal tp uang potong tidak kembali tidak atm bila transaksi gagal lgsg di kembali tlp operator dunk baru proses kembali 5 hari kerja bayang klo g tlp operator mgkin g balik duit n nunggu 5 hari kerja token listrik udah mau mati 500 000 penting loh buat orang kecil,1,neutral
bintang 3 dulu login kadang selalu ganggu apalgi transfer padahal jaring sinyal sangat bangus untung pakai bni mobile bangking lama jadi masih bisa transaksi moga segera dieprbaiki aplikasi trm,3,Negative
aplikasi sangat muas canggih,5,neutral
fitur lengkap tarik tunai kartu ada aplikasi yg dulu ada,1,Negative
aplikasi ga jelas pindah aplukasi harus lebih baik tp justru tambah susah kalo siap jangan paksa nasabah utk pindah baik dulu aplikasi nya,1,Positive
ribet pakai ginian mending lu update bni aq buat aplikasi tambah ga kekgini ngeribetin customer mau bayar token ae pake ini gila ape mending pindah yg,1,neutral
udah punya akun cc lupa password 3x masukin suruh kaya awal gilir masukin email kata email daftar pake email suruh bikin rekening tabung ah ga jelas dah,1,Negative
min kalau kartu atm yg udah tahun gk pake pake aplikasi gk,3,Negative
mula apk bni baru ini alih bni mobile yahh lumayan bagus bni mobile lebih bagus,5,neutral
buruk app nya masak ngirim e wallet aja gak mau,1,Positive
bagus lebih tingkat agar kata sempurna,4,Negative
susah verifikasi wajah aplikasi kurang nagus,1,Negative
mantap,5,neutral
kok gak registra wondr by bni padahal isi data yg betul,1,Negative
tolong pihak bni transaksi beli bayar pulsa kok ga masuk error tau apa tlong baik tiap pembeliannyaa yg jelas masuk,3,Negative
mau beli pulsa token listrik jadi ribet pake apk baru lagi udah nyaman bni sekarang pas pakai wondr saldo tetap makan pulsa gak masuk bingung reportnya dah,1,Negative
gagal beli pulsa 300k rekening potong pulsa tak masuk tidak kembali bni gagap teknologi,1,Negative
kenapa video call verifikasi butuh waktu yg lama untuk kemudian angkat tuju video call apa berjuta2 manusia indonesia install aplikasi wajib video call tunjuk ktp jadi curiga mudah sekali dong data ambil saya jadi ragu saya uninstall aplikasi ini,1,Negative
sangat the best,5,neutral
pakai wondr cuma trx kartu kredit bni doang karna gak punya rekening nya,5,neutral
tampil lebih smooth aplikasi bni mobile belum sayang fitur kurang lengkap untuk limit dong up saya transaksi lalu mobile banking besar 100 jt telah coba wondr malah limit habis padahal aplikasi mobile bisa,5,Negative
lebih mudah,5,neutral
knp susah sekali masuk aplikasi pdahal smua sdh oke tgl verifikasi email tp tdk kirim2 kode otpx sebal,1,Negative
ribet,2,Negative
kata hubung agen utk verifikasi tlp kali kali ada respon sama skali saya masuk daftar tunggu 3 menit sekitar 10 kali tetap tdk hubung sy butuh utk beli token listrik krn mbankin gak bisa di alih wondr sistem kayak begitu tdk praktis sama sekali,2,Negative
gak video call,4,neutral
haduhhh mau registrasi video call gabisa mulu yah,4,neutral
ok,5,neutral
mba mau beli token listrik ahli sini nyusahin aja pake 2 apk bni pas verifikasi video call ngak padahal udah pake wifi sama internet mohon bantu jangan sulit nasabah,2,Positive
tidak video call,1,neutral
terimakasih atas responnya cepat min jadi masalah ingin guna device lain nah device lain perlu masuk data seperti ktp awal langsung password no rek apa gitu kenapa malah jadi kayak daftar ulang terus wondrnya jadi tidak tanggap saya beri ktp baru,3,Negative
keren si tapi saya kendala login login pertama ganggu login dua suruh besok apa ga pukimakk kali ini butuh kali geram nya akuuuu,1,Negative
terlalu ribet utk vidio call dgn agen aja susah sekali di ulang sampe 20 kali jg gak bisa2 bkn mudah tp sulit,1,Negative
henti hubung agen tapi sibuk trs ga pernah nyambung,3,Negative
gk registrasi,1,neutral
terus apa guna bni mobile bengking kalo ada aplikasi bikin ribet harus nya 1 aplikasi ajah cukup tinggal tingkatin aja aman nya,1,Negative
saya sydah tunggu agen lama 30 menit registrasi tidak satu agen yg hubung,1,Negative
sistem buruk sekali sudah verifikasi wajah suruh video call adminnya gak jawab padahal mah cuma bayar listrik doang kenapa sih bayar listrik pake aplikasi pisah ini sulit nasabah banget,1,Negative
susah sekali pas mau masukin pin debet selalu tulis sistem sedang ganggu tunggu hampir 1 jam begitu terus,1,Negative
mau hubung agen selesai registrasi sulit sekali keluar terus sangat belit sangat sulit nasabah,2,Negative
joh cacat,1,Negative
ok,5,neutral
untuk saya kasih bintang satu dulu soal loginnya susah terima kasih,1,Negative
pas daftar kendala verifikasi wajah saat vidio call sama agen selalu tidak dan tiba tiba keluar sendiri padahal internet sangat stabil tolong baik lahh,1,Negative
oke,5,neutral
dari kemaren malam bni mobile banking ga akses siang br bisa transaksi token pln arah wondr jadi install wondr semua sdh laksana sesuai arah gilir perlu telpon agen ampe 20 menit ga angkat2 jd progress install ga bs lanjut sia sia buang2 waktu bukan mudah mau daftar lalu cs bank beuh antri mau apa sih bni klo app blm siap jangan paksa customernya alih app kecewa,1,Negative
lebih lengkap yg lama cek transaksi keluar masuk saldo bisa download smoga bs jd timbang bni,3,Negative
applikasi gk jelas di daftar lah gk tedaftar kendala nya saat amil gambar,1,Negative
aplikasi ga jelas verifikasi ktp tolak mulu kata kurang jelas pdhl di tempat terang jarak sesuai minta,1,Negative
mantap,3,neutral
ok,5,neutral
kak update apdute kok gagal terus bagaimana,1,Negative
ok,5,neutral
wndr keren,5,neutral
min selesai bikin account suruh verifikasi gmail dapat kode otp sudah 2hari coba truss dapat kode otp,4,Negative
kak hari ink wondr by bni gk dibukak,3,Negative
ok,5,neutral
sangat bantu sekali,5,Negative
terlalu paksa udah enak bni mobilebanking paksa pindah kesini krna bagi transaksi di aplikasi,1,Negative
ui nya modern cuma tambahin fitur tarik tunai kartu biar makin enak,5,Positive
sudah verifikasi kode otp email sesuai yg kirim sampe 6 x tetap salah,1,Positive
buka aplikasi lama hampir 1 menit baru masuk menu login,2,Negative
banyak aplikasi harus nya bayar listrik lalu mobile banking sekarang download dulu aplikasi baru bukan nya mudah malah sulit,2,Negative
proses alih versi wonder cepat butuh kurang 10 menit langsung transaksi beli token beres makasih bni,5,Negative
mudah guna,5,neutral
malah banyak nomor rekening isi rekening biasa rekening wondr saran aja mending salah 1 bni optimal 1,2,Negative
nice,5,neutral
terimakasih wondr by bni sangat bagus manfaat sekali good job good luck aamiin,5,Positive
its very simply nice,5,neutral
cari camat tampil apa dasar alamat ktp kota palu ulang coba refresh bahkan keluar aplikasi hasily tetap sama,1,Negative
login ribet dada ambil foto ktp verifikasi wajah kayak pinjol,2,Negative
bagus pakai mbangking,1,neutral
belum gaji potong -16k transfer msh admin minimal spek kyk biru enak free tf 10x gak takut rugi,1,neutral
ga fitur mobile tunai,1,Positive
aplikasi anjeng gua jam 3 pagi abis pulsa token listrik mau isi mbanking bni malah suruh registrasi aplikasi anjeng ini anjeng anjeng nyusahin aja,1,Negative
ini tiba2 gabisa buka baca nya kendala yg bisa,1,Negative
code nya masuk nya lama 5 menit masuk keburu kode nya reset,1,Negative
kadang gabisa buka apk,1,Positive
bagus,5,neutral
mohon solusi upload poto ktp minta pasu nomor kartu atm,4,neutral
agak kesel aplikasi ini daftar nelpon agen wonder aplikasi selesai di kira bisa masuk guna aplikasi eehh nyata keluar aplikasi pas buka lagi ko daftar keyak awal daftar kata coba karena terlalu banyak daftar gimana ini masa daftar terus tolong di baik,3,Negative
sya ksih 4 bintang dlu min soal fiturnya ad yg msih kurang tari uang tampa atm gk min klau apk yg lama lengkap trus mnurut pribadi msih simple guna apk yg lama mudah guna klau misalkn mau top up e wallet tinggi klik logo fitur nya tpi klau apk woder by klik brpa kli dlu gk ad logo e wallet nya cuma pkek nma ajk trimakasih,4,Negative
lagi coba,5,neutral
mau buka rekening taplus muda kok cuman kasih opsi yg taplus reguler ya kalo bni mobile opsi taplus muda kendala terus,3,Negative
scan wajah sulit tiap hari ku coba ndak njg,1,neutral
ini bank bni lgi eror gmana kmarin transfer dri bank ke bni kok ga masuk padahal saldo kurang,1,Negative
mana fitur debit online kok gak sini di apk bni nya crash terus sini malah gak ada prioritas dong buat transaksi online luar negeri jadi susah kalau begini,1,Negative
satu kurang nya waktu transaksi tidak cantum saldo akhir mbanking lama mohon pihak kembang di upgrade aplikasi nya lebih mudah lihat saldo akhir ada transaksi baik masuk pun transaksi keluar,1,Negative
sulit verifikasi wajah,1,neutral
wondr mantap,5,Positive
film bagus bagus,5,neutral
bgus cma msih bnyak yg kurang d aplikasi,5,Negative
kalau pakai wonder aplikasi bni mobile bisa uninstal ya,5,Negative
keren mudah,5,neutral
aplikasi selesai maslaah dg masalah lebih enak apps lama please lah klu buat inovasi siaplan dulu sumber daya bank usaha jasa jd saji layan bukan repot nasabah,1,Positive
kamu terlalu banyak coba coba besok kamu terlalu banyak coba coba besok kamu terlalu banyak coba coba besok terus ngene sampek kiamat verifikasi sampek peng swidak ra hasil bank bank gk ini cok deh aplikasi wonder,1,Negative
good,5,neutral
masalah terus proses perifikasi email,2,Positive
verifikasi wajah sangat sulit,1,neutral
sangan mudah,5,neutral
tolong jangan sulit nasabah terlalu banyak aplikasi kami butuh mudah bukan sulit terima kasih,1,Negative
aplikasi blm lengkap ngak fitur tarik tunai kartu,1,Positive
apk bagusss,5,neutral
baik akhir bni ngeluarin super app,5,neutral
kenapa kalo transaksi selalu gagal mohon jasa,1,neutral
okay,5,neutral
aplikasi bisa dowload padahal internet lancar,1,Negative
brapa lama kta nunggu biar login d apk wonder soal yg akun kemarin sya sempat hapus akun wonder,4,Negative
kalau bikin aplikasi yg bagus dikit knp buat daftar aj susah banget,2,Negative
keren aplikasi sangat bantu,5,neutral
verifikasi nya lot,1,Negative
burykkkkkkll,1,neutral
mau bikin debit prakerja aja sulit,1,Positive
